user_id,recency,frequency,monetary,cluster
134972,30.0,39,347,3
134973,30.0,5,8,2
134974,26.0,5,38,2
134975,30.0,9,20,2
134976,30.0,4,49,2
134977,30.0,8,43,2
134978,2.0,15,102,0
134979,2.0,36,549,3
134980,30.0,11,84,2
134981,30.0,4,6,2
134982,7.0,17,88,0
134983,30.0,14,153,2
134984,2.0,100,867,1
134985,7.0,33,1218,1
134986,2.0,57,308,3
134987,2.0,35,227,3
134988,6.0,11,25,0
134989,8.0,17,61,0
134990,14.0,21,197,0
134991,30.0,7,129,2
134992,1.0,9,174,0
134993,12.0,11,22,0
134994,30.0,22,254,2
134995,7.0,11,48,0
134996,29.0,7,49,2
134997,23.0,55,737,1
134998,28.0,4,53,2
134999,3.0,64,499,1
135000,6.0,15,64,0
135001,30.0,5,57,2
135002,11.0,6,51,0
135003,4.0,92,419,1
135004,30.0,21,313,2
135005,22.0,4,15,2
135006,14.0,4,31,0
135007,1.0,25,287,3
135008,30.0,15,134,2
135009,7.0,14,193,0
135010,30.0,11,133,2
135011,30.0,6,45,2
135012,8.0,16,105,0
135013,14.0,16,128,0
135014,28.0,4,47,2
135015,30.0,4,31,2
135016,28.0,12,34,2
135017,9.0,35,780,3
135018,7.0,10,144,0
135019,8.0,49,513,3
135020,29.0,8,46,2
135021,10.0,8,17,0
135022,12.0,7,44,0
135023,30.0,6,63,2
135024,6.0,42,470,3
135025,29.0,11,225,2
135026,5.0,56,206,3
135027,30.0,8,52,2
135028,3.0,71,549,1
135029,5.0,7,38,0
135030,15.0,30,356,3
135031,30.0,7,31,2
135032,30.0,11,100,2
135033,3.0,8,79,0
135034,0.0,5,27,0
135035,18.0,8,26,0
135036,27.0,22,120,2
135037,30.0,5,27,2
135038,5.0,24,359,3
135039,12.0,38,1146,1
135040,28.0,19,233,2
135041,7.0,17,207,0
135042,9.0,30,150,3
135043,12.0,19,119,0
135044,13.0,24,115,0
135045,22.0,5,10,2
135046,14.0,13,52,0
135047,30.0,21,300,2
135048,22.0,6,16,2
135049,29.0,11,15,2
135050,30.0,8,35,2
135051,11.0,6,26,0
135052,30.0,12,68,2
135053,15.0,17,189,0
135054,30.0,11,155,2
135055,12.0,17,95,0
135056,10.0,4,23,0
135057,7.0,14,149,0
135058,18.0,4,4,0
135059,28.0,23,252,2
135060,8.0,15,100,0
135061,30.0,8,139,2
135062,30.0,12,54,2
135063,8.0,6,52,0
135064,28.0,15,118,2
135065,30.0,4,24,2
135066,7.0,11,36,0
135067,8.0,15,122,0
135068,7.0,5,37,0
135069,4.0,12,132,0
135070,9.0,17,90,0
135071,7.0,9,107,0
135072,30.0,4,48,2
135073,30.0,11,114,2
135074,30.0,8,13,2
135075,30.0,10,60,2
135076,0.0,5,13,0
135077,10.0,9,50,0
135078,10.0,12,134,0
135079,7.0,53,319,3
135080,1.0,20,87,0
135081,8.0,12,54,0
135082,18.0,5,14,0
135083,4.0,55,662,1
135084,8.0,5,19,0
135085,7.0,37,256,3
135086,3.0,8,37,0
135087,7.0,5,47,0
135088,22.0,14,147,2
135089,30.0,12,130,2
135090,30.0,7,44,2
135091,16.0,22,387,3
135092,19.0,5,32,2
135093,17.0,8,66,0
135094,13.0,5,66,0
135095,30.0,34,546,3
135096,30.0,10,148,2
135097,7.0,5,49,0
135098,3.0,23,164,0
135099,6.0,20,41,0
135100,30.0,11,85,2
135101,7.0,36,463,3
135102,7.0,23,329,3
135103,8.0,32,337,3
135104,30.0,5,49,2
135105,10.0,4,20,0
135106,30.0,11,42,2
135107,30.0,4,3,2
135108,7.0,17,191,0
135109,4.0,56,261,3
135110,6.0,35,307,3
135111,7.0,4,21,0
135112,9.0,9,80,0
135113,30.0,28,619,3
135114,10.0,4,20,0
135115,25.0,20,44,2
135116,30.0,10,87,2
135117,13.0,26,212,3
135118,30.0,33,415,3
135119,13.0,6,65,0
135120,18.0,15,32,0
135121,30.0,9,52,2
135122,3.0,11,60,0
135123,7.0,69,941,1
135124,30.0,4,28,2
135125,13.0,21,250,0
135126,30.0,4,48,2
135127,30.0,10,62,2
135128,5.0,14,74,0
135129,28.0,15,172,2
135130,13.0,5,44,0
135131,5.0,30,510,3
135132,6.0,24,185,0
135133,11.0,22,279,3
135134,28.0,17,301,2
135135,22.0,4,49,2
135136,30.0,11,70,2
135137,7.0,6,23,0
135138,22.0,18,152,2
135139,5.0,14,190,0
135140,1.0,8,32,0
135141,6.0,11,28,0
135142,1.0,11,71,0
135143,30.0,4,47,2
135144,7.0,7,169,0
135145,10.0,28,319,3
135146,30.0,9,39,2
135147,7.0,14,160,0
135148,20.0,4,20,2
135149,27.0,9,37,2
135150,30.0,5,64,2
135151,12.0,5,46,0
135152,30.0,12,211,2
135153,6.0,17,257,0
135154,16.0,4,15,0
135155,30.0,16,109,2
135156,4.0,14,140,0
135157,8.0,15,148,0
135158,26.0,21,234,2
135159,8.0,25,93,0
135160,30.0,9,49,2
135161,30.0,19,152,2
135162,14.0,5,51,0
135163,20.0,6,120,2
135164,0.0,26,267,3
135165,6.0,45,289,3
135166,3.0,51,169,3
135167,30.0,7,42,2
135168,5.0,17,329,3
135169,1.0,66,364,3
135170,6.0,4,25,0
135171,30.0,9,83,2
135172,12.0,39,665,3
135173,4.0,31,422,3
135174,8.0,4,19,0
135175,7.0,47,548,3
135176,7.0,66,126,3
135177,3.0,9,35,0
135178,5.0,21,78,0
135179,27.0,9,133,2
135180,24.0,19,78,2
135181,28.0,7,23,2
135182,8.0,17,172,0
135183,3.0,15,82,0
135184,7.0,37,190,3
135185,4.0,11,118,0
135186,30.0,5,75,2
135187,30.0,16,451,2
135188,6.0,52,470,3
135189,16.0,7,59,0
135190,14.0,29,266,3
135191,30.0,8,33,2
135192,11.0,11,12,0
135193,11.0,82,897,1
135194,30.0,6,54,2
135195,30.0,4,4,2
135196,1.0,8,159,0
135197,30.0,5,22,2
135198,16.0,8,25,0
135199,6.0,22,155,0
135200,3.0,9,69,0
135201,18.0,4,7,0
135202,10.0,12,117,0
135203,20.0,11,34,2
135204,30.0,34,395,3
135205,30.0,10,77,2
135206,29.0,10,17,2
135207,6.0,37,523,3
135208,13.0,17,287,0
135209,17.0,5,37,0
135210,10.0,5,27,0
135211,24.0,5,30,2
135212,7.0,24,210,0
135213,2.0,17,124,0
135214,5.0,63,440,3
135215,28.0,15,159,2
135216,30.0,9,80,2
135217,23.0,12,128,2
135218,8.0,4,17,0
135219,30.0,37,364,3
135220,5.0,4,34,0
135221,30.0,7,68,2
135222,3.0,83,1185,1
135223,9.0,4,7,0
135224,22.0,5,37,2
135225,30.0,10,103,2
135226,30.0,19,147,2
135227,2.0,54,512,3
135228,5.0,11,216,0
135229,13.0,11,107,0
135230,11.0,9,103,0
135231,5.0,13,90,0
135232,12.0,17,151,0
135233,10.0,4,84,0
135234,14.0,7,24,0
135235,30.0,5,28,2
135236,30.0,10,21,2
135237,7.0,35,1131,1
135238,7.0,9,48,0
135239,9.0,16,236,0
135240,10.0,7,57,0
135241,30.0,5,63,2
135242,20.0,4,34,2
135243,12.0,18,204,0
135244,30.0,4,35,2
135245,7.0,26,333,3
135246,30.0,5,21,2
135247,27.0,28,282,2
135248,30.0,4,8,2
135249,11.0,28,299,3
135250,12.0,10,77,0
135251,12.0,13,154,0
135252,29.0,20,239,2
135253,28.0,5,31,2
135254,7.0,4,43,0
135255,20.0,17,81,2
135256,12.0,50,544,3
135257,24.0,24,274,2
135258,5.0,26,250,3
135259,8.0,6,52,0
135260,9.0,53,119,3
135261,5.0,52,230,3
135262,13.0,22,103,0
135263,10.0,17,139,0
135264,30.0,13,69,2
135265,30.0,4,34,2
135266,7.0,23,334,3
135267,4.0,22,244,3
135268,15.0,12,189,0
135269,7.0,38,483,3
135270,6.0,21,181,0
135271,12.0,14,115,0
135272,7.0,9,107,0
135273,9.0,19,496,3
135274,8.0,14,208,0
135275,6.0,17,145,0
135276,7.0,6,127,0
135277,30.0,16,164,2
135278,30.0,5,35,2
135279,8.0,17,136,0
135280,28.0,5,36,2
135281,21.0,5,98,2
135282,13.0,26,444,3
135283,30.0,7,27,2
135284,5.0,37,711,3
135285,6.0,15,183,0
135286,30.0,10,42,2
135287,30.0,13,186,2
135288,30.0,6,52,2
135289,21.0,6,24,2
135290,7.0,12,61,0
135291,13.0,9,54,0
135292,10.0,24,101,0
135293,30.0,4,33,2
135294,1.0,4,12,0
135295,30.0,4,20,2
135296,12.0,23,230,3
135297,12.0,6,11,0
135298,14.0,9,42,0
135299,10.0,48,361,3
135300,30.0,16,386,2
135301,17.0,6,92,0
135302,24.0,15,21,2
135303,10.0,14,27,0
135304,14.0,4,92,0
135305,30.0,16,89,2
135306,30.0,10,22,2
135307,26.0,21,47,2
135308,14.0,21,228,0
135309,1.0,24,173,0
135310,12.0,24,170,0
135311,14.0,6,51,0
135312,16.0,14,60,0
135313,30.0,6,81,2
135314,19.0,28,253,3
135315,26.0,8,120,2
135316,30.0,4,23,2
135317,5.0,12,38,0
135318,30.0,4,22,2
135319,30.0,7,64,2
135320,4.0,12,74,0
135321,22.0,19,110,2
135322,30.0,6,72,2
135323,30.0,8,18,2
135324,30.0,4,39,2
135325,17.0,7,47,0
135326,30.0,5,56,2
135327,30.0,8,95,2
135328,6.0,7,93,0
135329,30.0,7,33,2
135330,6.0,4,28,0
135331,30.0,12,71,2
135332,14.0,4,31,0
135333,16.0,7,73,0
135334,30.0,7,80,2
135335,23.0,6,75,2
135336,20.0,8,10,2
135337,5.0,15,410,3
135338,30.0,14,206,2
135339,28.0,21,215,2
135340,9.0,7,22,0
135341,19.0,29,359,3
135342,30.0,5,40,2
135343,7.0,40,446,3
135344,30.0,28,199,2
135345,30.0,5,93,2
135346,30.0,27,151,2
135347,1.0,67,340,3
135348,30.0,6,61,2
135349,30.0,14,259,2
135350,28.0,13,132,2
135351,16.0,5,86,0
135352,17.0,4,19,0
135353,2.0,34,191,3
135354,7.0,39,598,3
135355,25.0,18,260,2
135356,14.0,32,514,3
135357,20.0,9,132,2
135358,30.0,11,111,2
135359,9.0,17,248,0
135360,30.0,7,101,2
135361,30.0,10,161,2
135362,8.0,6,52,0
135363,30.0,42,546,3
135364,30.0,4,13,2
135365,9.0,47,327,3
135366,30.0,11,92,2
135367,5.0,55,479,3
135368,26.0,6,11,2
135369,30.0,7,80,2
135370,21.0,12,55,2
135371,5.0,12,221,0
135372,4.0,100,910,1
135373,30.0,4,8,2
135374,15.0,8,84,0
135375,8.0,14,285,0
135376,30.0,4,27,2
135377,1.0,30,475,3
135378,30.0,21,195,2
135379,17.0,26,226,3
135380,15.0,4,12,0
135381,1.0,35,176,3
135382,27.0,31,268,2
135383,30.0,5,23,2
135384,14.0,52,973,1
135385,7.0,40,560,3
135386,13.0,34,671,3
135387,30.0,22,244,2
135388,9.0,4,46,0
135389,23.0,5,35,2
135390,5.0,4,56,0
135391,25.0,14,83,2
135392,16.0,22,359,3
135393,5.0,26,306,3
135394,7.0,24,212,0
135395,30.0,7,10,2
135396,1.0,9,70,0
135397,14.0,10,80,0
135398,22.0,21,69,2
135399,13.0,18,114,0
135400,9.0,36,307,3
135401,1.0,4,29,0
135402,14.0,13,26,0
135403,6.0,5,21,0
135404,30.0,4,54,2
135405,3.0,20,106,0
135406,4.0,25,207,3
135407,2.0,15,171,0
135408,30.0,4,77,2
135409,24.0,13,92,2
135410,11.0,42,1176,1
135411,2.0,13,104,0
135412,24.0,7,39,2
135413,30.0,6,46,2
135414,4.0,11,70,0
135415,7.0,8,88,0
135416,5.0,44,610,3
135417,3.0,7,44,0
135418,30.0,5,36,2
135419,3.0,53,588,1
135420,17.0,32,779,3
135421,2.0,7,108,0
135422,30.0,6,38,2
135423,24.0,10,79,2
135424,10.0,5,47,0
135425,4.0,71,318,3
135426,5.0,8,69,0
135427,13.0,34,183,3
135428,15.0,4,80,0
135429,10.0,34,718,3
135430,30.0,7,61,2
135431,30.0,12,125,2
135432,4.0,35,391,3
135433,7.0,54,539,3
135434,4.0,61,537,1
135435,5.0,12,79,0
135436,30.0,7,153,2
135437,18.0,5,35,0
135438,18.0,5,51,0
135439,2.0,17,273,0
135440,30.0,8,28,2
135441,18.0,18,179,0
135442,30.0,25,242,2
135443,30.0,26,151,2
135444,30.0,4,11,2
135445,27.0,16,105,2
135446,15.0,4,97,0
135447,1.0,7,35,0
135448,30.0,9,128,2
135449,11.0,4,43,0
135450,11.0,30,410,3
135451,4.0,38,1026,1
135452,29.0,35,119,2
135453,30.0,18,237,2
135454,0.0,13,36,0
135455,30.0,5,4,2
135456,12.0,54,357,3
135457,8.0,4,65,0
135458,30.0,5,35,2
135459,2.0,12,154,0
135460,30.0,5,61,2
135461,30.0,18,91,2
135462,6.0,12,170,0
135463,30.0,6,15,2
135464,28.0,9,144,2
135465,18.0,38,470,3
135466,30.0,12,102,2
135467,30.0,12,167,2
135468,6.0,46,681,1
135469,30.0,8,27,2
135470,30.0,6,17,2
135471,30.0,4,9,2
135472,13.0,7,72,0
135473,30.0,17,122,2
135474,30.0,32,403,3
135475,30.0,5,4,2
135476,8.0,7,62,0
135477,11.0,21,133,0
135478,15.0,4,26,0
135479,4.0,35,662,3
135480,15.0,16,28,0
135481,30.0,6,66,2
135482,25.0,5,21,2
135483,30.0,19,182,2
135484,30.0,5,13,2
135485,4.0,16,103,0
135486,5.0,13,111,0
135487,9.0,29,58,0
135488,30.0,6,75,2
135489,9.0,15,275,0
135490,2.0,81,1057,1
135491,30.0,4,8,2
135492,7.0,15,116,0
135493,16.0,43,176,3
135494,30.0,23,467,2
135495,6.0,13,197,0
135496,10.0,6,17,0
135497,7.0,33,364,3
135498,5.0,8,47,0
135499,30.0,9,115,2
135500,13.0,8,55,0
135501,3.0,17,61,0
135502,15.0,31,290,3
135503,8.0,26,118,0
135504,30.0,6,14,2
135505,30.0,4,15,2
135506,2.0,21,150,0
135507,7.0,15,187,0
135508,30.0,5,7,2
135509,10.0,14,99,0
135510,17.0,5,50,0
135511,30.0,7,47,2
135512,30.0,4,5,2
135513,4.0,11,183,0
135514,30.0,15,84,2
135515,30.0,6,21,2
135516,30.0,4,28,2
135517,21.0,23,181,2
135518,30.0,6,62,2
135519,30.0,5,26,2
135520,30.0,6,45,2
135521,20.0,8,62,2
135522,30.0,6,44,2
135523,6.0,7,42,0
135524,10.0,10,124,0
135525,30.0,5,64,2
135526,5.0,27,258,3
135527,28.0,4,12,2
135528,6.0,30,577,3
135529,21.0,6,141,2
135530,14.0,4,41,0
135531,24.0,5,14,2
135532,4.0,54,582,1
135533,3.0,8,78,0
135534,16.0,14,86,0
135535,10.0,6,73,0
135536,16.0,15,167,0
135537,7.0,41,716,1
135538,9.0,17,146,0
135539,7.0,8,247,0
135540,13.0,32,363,3
135541,18.0,4,66,0
135542,7.0,20,245,0
135543,13.0,17,190,0
135544,12.0,9,128,0
135545,30.0,5,107,2
135546,15.0,21,167,0
135547,30.0,5,22,2
135548,7.0,40,897,1
135549,30.0,13,252,2
135550,3.0,13,111,0
135551,30.0,7,9,2
135552,3.0,7,33,0
135553,30.0,13,186,2
135554,15.0,4,23,0
135555,8.0,20,139,0
135556,16.0,9,239,0
135557,20.0,17,61,2
135558,30.0,13,93,2
135559,6.0,17,98,0
135560,5.0,28,210,3
135561,3.0,26,354,3
135562,6.0,10,94,0
135563,3.0,100,1446,1
135564,21.0,5,22,2
135565,30.0,4,21,2
135566,18.0,5,23,0
135567,7.0,9,175,0
135568,11.0,10,99,0
135569,13.0,27,210,3
135570,2.0,34,339,3
135571,30.0,6,37,2
135572,8.0,8,36,0
135573,4.0,12,126,0
135574,7.0,40,527,3
135575,4.0,19,197,0
135576,9.0,17,25,0
135577,7.0,17,182,0
135578,17.0,5,29,0
135579,2.0,74,953,1
135580,26.0,5,24,2
135581,7.0,5,17,0
135582,13.0,8,111,0
135583,30.0,19,252,2
135584,6.0,18,90,0
135585,6.0,6,74,0
135586,10.0,15,19,0
135587,30.0,8,58,2
135588,7.0,23,228,3
135589,6.0,5,80,0
135590,3.0,14,79,0
135591,9.0,8,36,0
135592,2.0,7,59,0
135593,12.0,46,575,3
135594,10.0,21,330,3
135595,28.0,4,13,2
135596,30.0,4,5,2
135597,30.0,5,23,2
135598,7.0,15,211,0
135599,13.0,4,29,0
135600,25.0,6,66,2
135601,9.0,8,30,0
135602,30.0,4,33,2
135603,26.0,7,32,2
135604,30.0,9,155,2
135605,30.0,5,9,2
135606,30.0,5,27,2
135607,26.0,7,39,2
135608,7.0,46,186,3
135609,5.0,36,517,3
135610,1.0,80,488,1
135611,8.0,10,82,0
135612,30.0,4,9,2
135613,12.0,7,44,0
135614,28.0,9,100,2
135615,30.0,4,9,2
135616,30.0,6,35,2
135617,5.0,7,116,0
135618,30.0,4,24,2
135619,30.0,9,69,2
135620,12.0,15,257,0
135621,9.0,6,34,0
135622,30.0,10,132,2
135623,30.0,5,19,2
135624,14.0,4,22,0
135625,8.0,67,1142,1
135626,6.0,6,47,0
135627,30.0,8,57,2
135628,14.0,23,94,0
135629,7.0,39,864,1
135630,30.0,4,28,2
135631,30.0,10,19,2
135632,10.0,5,56,0
135633,4.0,16,110,0
135634,14.0,6,78,0
135635,30.0,4,11,2
135636,3.0,12,130,0
135637,20.0,18,126,2
135638,3.0,22,183,0
135639,7.0,26,281,3
135640,9.0,16,42,0
135641,6.0,4,22,0
135642,5.0,17,99,0
135643,21.0,17,182,2
135644,9.0,14,55,0
135645,30.0,6,13,2
135646,17.0,4,31,0
135647,30.0,6,26,2
135648,22.0,22,160,2
135649,30.0,15,65,2
135650,8.0,31,286,3
135651,6.0,16,174,0
135652,30.0,5,30,2
135653,6.0,46,775,1
135654,7.0,6,41,0
135655,5.0,14,158,0
135656,28.0,14,167,2
135657,19.0,36,300,3
135658,30.0,19,542,2
135659,30.0,5,41,2
135660,30.0,6,60,2
135661,1.0,5,17,0
135662,30.0,11,46,2
135663,10.0,17,174,0
135664,30.0,9,280,2
135665,30.0,4,92,2
135666,3.0,51,479,3
135667,3.0,14,177,0
135668,30.0,5,36,2
135669,30.0,6,69,2
135670,30.0,11,134,2
135671,30.0,9,108,2
135672,4.0,28,95,0
135673,23.0,5,28,2
135674,5.0,70,713,1
135675,6.0,15,147,0
135676,22.0,7,15,2
135677,0.0,22,254,3
135678,4.0,9,40,0
135679,30.0,6,26,2
135680,12.0,12,23,0
135681,29.0,38,310,3
135682,12.0,11,97,0
135683,17.0,55,448,3
135684,30.0,18,117,2
135685,6.0,26,168,0
135686,16.0,10,15,0
135687,17.0,7,157,0
135688,30.0,12,99,2
135689,30.0,8,67,2
135690,30.0,18,91,2
135691,1.0,54,550,3
135692,1.0,19,47,0
135693,30.0,27,84,2
135694,12.0,11,61,0
135695,5.0,4,21,0
135696,6.0,4,24,0
135697,30.0,4,43,2
135698,5.0,6,50,0
135699,30.0,18,177,2
135700,30.0,4,9,2
135701,30.0,9,72,2
135702,30.0,8,72,2
135703,12.0,4,7,0
135704,30.0,21,437,2
135705,6.0,18,272,0
135706,23.0,10,93,2
135707,30.0,10,26,2
135708,1.0,61,452,3
135709,30.0,5,11,2
135710,1.0,16,225,0
135711,18.0,5,67,0
135712,11.0,14,159,0
135713,17.0,5,59,0
135714,14.0,38,250,3
135715,5.0,5,23,0
135716,30.0,4,42,2
135717,7.0,13,109,0
135718,30.0,8,17,2
135719,8.0,16,69,0
135720,22.0,11,29,2
135721,8.0,9,94,0
135722,30.0,4,21,2
135723,18.0,13,94,0
135724,19.0,9,104,2
135725,30.0,7,18,2
135726,30.0,4,7,2
135727,5.0,37,479,3
135728,7.0,14,67,0
135729,4.0,8,57,0
135730,30.0,11,81,2
135731,30.0,29,370,2
135732,19.0,7,32,2
135733,3.0,23,125,0
135734,19.0,4,65,2
135735,10.0,4,36,0
135736,30.0,5,35,2
135737,30.0,20,144,2
135738,30.0,7,114,2
135739,8.0,7,74,0
135740,30.0,33,284,2
135741,7.0,11,150,0
135742,30.0,10,139,2
135743,8.0,22,142,0
135744,7.0,20,190,0
135745,8.0,11,79,0
135746,30.0,5,43,2
135747,6.0,10,122,0
135748,30.0,4,13,2
135749,3.0,13,99,0
135750,2.0,6,7,0
135751,6.0,51,256,3
135752,15.0,6,49,0
135753,12.0,7,139,0
135754,9.0,28,190,3
135755,7.0,11,69,0
135756,6.0,47,237,3
135757,30.0,19,229,2
135758,1.0,29,254,3
135759,11.0,33,270,3
135760,14.0,46,147,3
135761,1.0,41,278,3
135762,30.0,8,53,2
135763,30.0,14,251,2
135764,13.0,10,67,0
135765,9.0,19,162,0
135766,30.0,8,45,2
135767,30.0,4,45,2
135768,30.0,4,58,2
135769,30.0,5,66,2
135770,10.0,38,279,3
135771,29.0,9,131,2
135772,0.0,38,168,3
135773,24.0,25,68,2
135774,4.0,23,369,3
135775,3.0,9,72,0
135776,8.0,4,30,0
135777,5.0,31,194,3
135778,10.0,10,224,0
135779,12.0,20,137,0
135780,5.0,65,786,1
135781,13.0,26,185,3
135782,7.0,45,634,3
135783,6.0,8,27,0
135784,23.0,18,49,2
135785,13.0,17,271,0
135786,29.0,22,156,2
135787,0.0,4,21,0
135788,27.0,6,52,2
135789,30.0,4,10,2
135790,21.0,4,19,2
135791,30.0,4,41,2
135792,13.0,4,24,0
135793,17.0,19,83,0
135794,30.0,4,22,2
135795,1.0,8,117,0
135796,30.0,6,41,2
135797,21.0,11,29,2
135798,13.0,14,202,0
135799,30.0,15,192,2
135800,9.0,39,93,3
135801,11.0,6,30,0
135802,8.0,4,43,0
135803,28.0,21,89,2
135804,14.0,26,93,0
135805,2.0,59,366,3
135806,0.0,5,49,0
135807,18.0,10,90,0
135808,14.0,26,279,3
135809,25.0,9,161,2
135810,28.0,10,43,2
135811,4.0,15,168,0
135812,16.0,4,7,0
135813,8.0,29,290,3
135814,6.0,82,461,1
135815,30.0,6,66,2
135816,12.0,13,40,0
135817,11.0,20,223,0
135818,26.0,41,202,3
135819,8.0,8,22,0
135820,3.0,5,13,0
135821,19.0,7,66,2
135822,24.0,20,79,2
135823,7.0,7,23,0
135824,6.0,8,73,0
135825,6.0,8,26,0
135826,30.0,4,12,2
135827,20.0,5,28,2
135828,30.0,5,19,2
135829,5.0,12,65,0
135830,30.0,4,53,2
135831,30.0,10,87,2
135832,8.0,17,262,0
135833,30.0,5,77,2
135834,30.0,9,92,2
135835,0.0,4,41,0
135836,1.0,18,250,0
135837,4.0,4,19,0
135838,8.0,5,47,0
135839,30.0,12,205,2
135840,30.0,10,27,2
135841,6.0,17,122,0
135842,30.0,9,51,2
135843,30.0,5,39,2
135844,11.0,11,129,0
135845,13.0,27,178,3
135846,30.0,6,8,2
135847,13.0,30,214,3
135848,14.0,6,25,0
135849,3.0,33,359,3
135850,1.0,28,353,3
135851,6.0,20,215,0
135852,4.0,31,456,3
135853,7.0,11,159,0
135854,5.0,83,1270,1
135855,30.0,17,168,2
135856,28.0,11,58,2
135857,2.0,4,29,0
135858,30.0,11,135,2
135859,20.0,6,70,2
135860,30.0,9,37,2
135861,30.0,12,99,2
135862,30.0,14,145,2
135863,24.0,21,236,2
135864,7.0,64,400,3
135865,7.0,46,917,1
135866,14.0,7,69,0
135867,3.0,95,632,1
135868,30.0,5,29,2
135869,24.0,24,228,2
135870,0.0,9,167,0
135871,10.0,19,131,0
135872,30.0,4,67,2
135873,30.0,7,34,2
135874,11.0,15,155,0
135875,30.0,5,58,2
135876,30.0,25,193,2
135877,3.0,12,121,0
135878,30.0,4,54,2
135879,8.0,14,85,0
135880,28.0,4,13,2
135881,30.0,15,194,2
135882,7.0,5,48,0
135883,30.0,15,101,2
135884,19.0,38,117,3
135885,15.0,18,127,0
135886,4.0,42,773,1
135887,1.0,7,34,0
135888,30.0,6,71,2
135889,27.0,17,138,2
135890,10.0,29,296,3
135891,7.0,4,90,0
135892,7.0,26,320,3
135893,30.0,13,132,2
135894,8.0,20,132,0
135895,6.0,13,94,0
135896,6.0,6,9,0
135897,7.0,19,135,0
135898,14.0,44,528,3
135899,0.0,10,122,0
135900,1.0,7,51,0
135901,30.0,72,198,3
135902,16.0,9,58,0
135903,26.0,5,21,2
135904,8.0,16,274,0
135905,23.0,20,200,2
135906,7.0,32,167,3
135907,13.0,47,607,3
135908,10.0,16,26,0
135909,0.0,49,317,3
135910,3.0,18,139,0
135911,1.0,11,53,0
135912,30.0,9,110,2
135913,2.0,4,96,0
135914,21.0,6,20,2
135915,11.0,4,4,0
135916,30.0,22,91,2
135917,30.0,4,23,2
135918,27.0,6,32,2
135919,30.0,8,103,2
135920,2.0,100,502,1
135921,9.0,30,217,3
135922,4.0,62,399,3
135923,5.0,8,78,0
135924,30.0,11,16,2
135925,0.0,9,61,0
135926,11.0,6,117,0
135927,11.0,36,405,3
135928,30.0,9,127,2
135929,4.0,41,291,3
135930,15.0,7,25,0
135931,30.0,8,22,2
135932,7.0,11,167,0
135933,10.0,7,51,0
135934,9.0,14,78,0
135935,1.0,4,21,0
135936,15.0,33,201,3
135937,30.0,8,58,2
135938,5.0,36,240,3
135939,30.0,10,119,2
135940,13.0,5,104,0
135941,12.0,50,406,3
135942,7.0,55,648,1
135943,13.0,5,43,0
135944,16.0,25,216,3
135945,3.0,51,773,1
135946,6.0,27,267,3
135947,5.0,4,16,0
135948,5.0,19,56,0
135949,30.0,10,74,2
135950,30.0,11,88,2
135951,30.0,7,83,2
135952,30.0,12,133,2
135953,30.0,6,44,2
135954,5.0,11,262,0
135955,6.0,13,215,0
135956,5.0,7,14,0
135957,18.0,21,68,0
135958,0.0,9,26,0
135959,8.0,31,527,3
135960,7.0,7,17,0
135961,14.0,8,58,0
135962,0.0,16,129,0
135963,6.0,65,1611,1
135964,26.0,13,148,2
135965,20.0,26,195,2
135966,24.0,7,22,2
135967,23.0,9,91,2
135968,30.0,9,49,2
135969,30.0,5,19,2
135970,25.0,14,95,2
135971,27.0,9,56,2
135972,30.0,13,147,2
135973,0.0,36,661,3
135974,27.0,12,107,2
135975,22.0,14,139,2
135976,16.0,28,81,0
135977,30.0,10,105,2
135978,3.0,13,162,0
135979,4.0,10,58,0
135980,12.0,12,78,0
135981,30.0,5,66,2
135982,9.0,17,177,0
135983,12.0,10,37,0
135984,5.0,55,721,1
135985,20.0,35,275,3
135986,30.0,17,135,2
135987,7.0,16,133,0
135988,8.0,14,39,0
135989,13.0,8,69,0
135990,5.0,6,50,0
135991,15.0,5,24,0
135992,30.0,5,58,2
135993,8.0,23,161,0
135994,7.0,41,86,3
135995,11.0,10,82,0
135996,30.0,5,54,2
135997,1.0,10,77,0
135998,25.0,12,98,2
135999,13.0,12,51,0
136000,30.0,4,6,2
136001,13.0,36,474,3
136002,30.0,10,64,2
136003,15.0,20,142,0
136004,6.0,17,93,0
136005,6.0,6,34,0
136006,30.0,4,3,2
136007,28.0,10,34,2
136008,30.0,4,17,2
136009,3.0,13,230,0
136010,30.0,11,122,2
136011,24.0,7,70,2
136012,30.0,14,207,2
136013,0.0,9,72,0
136014,16.0,8,93,0
136015,22.0,14,100,2
136016,30.0,20,213,2
136017,6.0,61,740,1
136018,11.0,17,84,0
136019,7.0,7,39,0
136020,30.0,4,6,2
136021,30.0,9,241,2
136022,14.0,17,197,0
136023,2.0,13,57,0
136024,30.0,15,48,2
136025,16.0,10,16,0
136026,14.0,7,39,0
136027,19.0,5,45,2
136028,7.0,26,357,3
136029,13.0,7,26,0
136030,14.0,4,7,0
136031,30.0,12,95,2
136032,30.0,8,15,2
136033,17.0,17,108,0
136034,15.0,11,295,0
136035,5.0,17,130,0
136036,23.0,23,458,3
136037,2.0,8,14,0
136038,29.0,8,182,2
136039,30.0,6,14,2
136040,21.0,12,34,2
136041,30.0,5,39,2
136042,8.0,18,480,3
136043,25.0,19,114,2
136044,0.0,27,98,0
136045,6.0,36,270,3
